"reg" "dis" "con" "N1" "ward" "N2"
"DODOMA" "MANISPAA YA DODOMA" "DODOMA MJINI" "25" "NGH'ONGH'ONHA" 287
"DODOMA" "MANISPAA YA DODOMA" "DODOMA MJINI" "26" "NZUGUNI" 288
"DODOMA" "MANISPAA YA DODOMA" "DODOMA MJINI" "27" "TAMBUKA RELI" 289
"DODOMA" "MANISPAA YA DODOMA" "DODOMA MJINI" "28" "UHURU" 290
"DODOMA" "MANISPAA YA DODOMA" "DODOMA MJINI" "29" "VIWANDANI" 291
"DODOMA" "MANISPAA YA DODOMA" "DODOMA MJINI" "30" "ZUZU" 292
"DODOMA" "MANISPAA YA DODOMA" "DODOMA MJINI" "31" "MNADANI" 293
"DODOMA" "MANISPAA YA DODOMA" "DODOMA MJINI" "32" "CHIGONGWE" 294
"DODOMA" "MANISPAA YA DODOMA" "DODOMA MJINI" "33" "CHAHWA" 295
"DODOMA" "MANISPAA YA DODOMA" "DODOMA MJINI" "34" "CHANG'OMBE" 296
"DODOMA" "MANISPAA YA DODOMA" "DODOMA MJINI" "35" "IPAGALA" 297
"DODOMA" "MANISPAA YA DODOMA" "DODOMA MJINI" "36" "IYUMBU" 298
"DODOMA" "MANISPAA YA DODOMA" "DODOMA MJINI" "37" "NTYUKA" 299
"DODOMA" "MANISPAA YA DODOMA" "DODOMA MJINI" "38" "NKUHUNGU" 300
"DODOMA" "MANISPAA YA DODOMA" "DODOMA MJINI" "39" "MATUMBULU" 301
"DODOMA" "MANISPAA YA DODOMA" "DODOMA MJINI" "40" "HOMBOLO MAKULU" 302
"DODOMA" "MANISPAA YA DODOMA" "DODOMA MJINI" "41" "IHUMWA" 303
"DODOMA" "WILAYA YA BAHI" "BAHI" "1" "BAHI" 304
"DODOMA" "WILAYA YA BAHI" "BAHI" "2" "CHALI" 305
"DODOMA" "WILAYA YA BAHI" "BAHI" "3" "CHIBELELA" 306
"DODOMA" "WILAYA YA BAHI" "BAHI" "4" "CHIKOLA" 307
"DODOMA" "WILAYA YA BAHI" "BAHI" "5" "CHIPANGA" 308
"DODOMA" "WILAYA YA BAHI" "BAHI" "6" "IBIHWA" 309
"DODOMA" "WILAYA YA BAHI" "BAHI" "7" "IBUGULE" 310
"DODOMA" "WILAYA YA BAHI" "BAHI" "8" "ILINDI" 311
"DODOMA" "WILAYA YA BAHI" "BAHI" "9" "KIGWE" 312
"DODOMA" "WILAYA YA BAHI" "BAHI" "10" "LAMAITI" 313
"DODOMA" "WILAYA YA BAHI" "BAHI" "11" "MAKANDA" 314
"DODOMA" "WILAYA YA BAHI" "BAHI" "12" "MPALANGA" 315
"DODOMA" "WILAYA YA BAHI" "BAHI" "13" "MPAMANTWA" 316
"DODOMA" "WILAYA YA BAHI" "BAHI" "14" "MSISI" 317
"DODOMA" "WILAYA YA BAHI" "BAHI" "15" "MTITAA" 318
"DODOMA" "WILAYA YA BAHI" "BAHI" "16" "MUNDEMU" 319
"DODOMA" "WILAYA YA BAHI" "BAHI" "17" "MWITIKIRA" 320
"DODOMA" "WILAYA YA BAHI" "BAHI" "18" "NONDWA" 321
"DODOMA" "WILAYA YA BAHI" "BAHI" "19" "ZANKA" 322
"DODOMA" "WILAYA YA BAHI" "BAHI" "20" "MPINGWA" 323
"DODOMA" "WILAYA YA BAHI" "BAHI" "21" "BABAYU" 324
"DODOMA" "WILAYA YA BAHI" "BAHI" "22" "CHIFUTUKA" 325
"DODOMA" "WILAYA YA CHAMWINO" "CHILONWA" "1" "BUIGIRI" 326
"DODOMA" "WILAYA YA CHAMWINO" "CHILONWA" "2" "CHILONWA" 327
"DODOMA" "WILAYA YA CHAMWINO" "CHILONWA" "3" "DABALO" 328
"DODOMA" "WILAYA YA CHAMWINO" "CHILONWA" "4" "HANETI" 329
"DODOMA" "WILAYA YA CHAMWINO" "CHILONWA" "5" "IKOWA" 330
"DODOMA" "WILAYA YA CHAMWINO" "CHILONWA" "6" "ITISO" 331
"DODOMA" "WILAYA YA CHAMWINO" "CHILONWA" "7" "MAJELEKO" 332
"DODOMA" "WILAYA YA CHAMWINO" "CHILONWA" "8" "MANCHALI" 333
"DODOMA" "WILAYA YA CHAMWINO" "CHILONWA" "9" "MEMBE" 334
"DODOMA" "WILAYA YA CHAMWINO" "CHILONWA" "10" "MSAMALO" 335
"DODOMA" "WILAYA YA CHAMWINO" "CHILONWA" "11" "MSANGA" 336
"DODOMA" "WILAYA YA CHAMWINO" "CHILONWA" "12" "SEGALA" 337
"DODOMA" "WILAYA YA CHAMWINO" "CHILONWA" "13" "ZAJILWA" 338
"DODOMA" "WILAYA YA CHAMWINO" "CHILONWA" "14" "MPWAYUNGU" 339
"DODOMA" "WILAYA YA CHAMWINO" "CHILONWA" "15" "CHAMWINO" 340
"DODOMA" "WILAYA YA CHAMWINO" "MTERA" "1" "CHINUGULU" 341
"DODOMA" "WILAYA YA CHAMWINO" "MTERA" "2" "FUFU" 342
"DODOMA" "WILAYA YA CHAMWINO" "MTERA" "3" "HANDALI" 343
"DODOMA" "WILAYA YA CHAMWINO" "MTERA" "4" "HUZI" 344
"DODOMA" "WILAYA YA CHAMWINO" "MTERA" "5" "IDIFU" 345
"DODOMA" "WILAYA YA CHAMWINO" "MTERA" "6" "IGANDU" 346
"DODOMA" "WILAYA YA CHAMWINO" "MTERA" "8" "NGAHELEZI" 347
"DODOMA" "WILAYA YA CHAMWINO" "MTERA" "9" "IRINGAMVUMI" 348
"DODOMA" "WILAYA YA CHAMWINO" "MTERA" "10" "IKOMBOLINGA" 349
"DODOMA" "WILAYA YA CHAMWINO" "MTERA" "11" "MAKANG'WA" 350
"DODOMA" "WILAYA YA CHAMWINO" "MTERA" "12" "MANDA" 351
"DODOMA" "WILAYA YA CHAMWINO" "MTERA" "13" "MANZASE" 352
"DODOMA" "WILAYA YA CHAMWINO" "MTERA" "14" "MLOWA BWAWANI" 353
"DODOMA" "WILAYA YA CHAMWINO" "MTERA" "15" "MUUNGANO" 354
"DODOMA" "WILAYA YA CHAMWINO" "MTERA" "16" "MVUMI MAKULU" 355
"DODOMA" "WILAYA YA CHAMWINO" "MTERA" "17" "MVUMI MISSION" 356
"DODOMA" "WILAYA YA CHAMWINO" "MTERA" "18" "NGHAMBAKU" 357
"DODOMA" "WILAYA YA CHAMWINO" "MTERA" "19" "NHINHI" 358
"DODOMA" "WILAYA YA CHAMWINO" "MTERA" "20" "LOJE" 359
"DODOMA" "WILAYA YA CHAMWINO" "MTERA" "21" "CHIBOLI" 360
"DODOMA" "WILAYA YA CHAMWINO" "MTERA" "22" "MLOWA BARABARANI" 361
"DODOMA" "WILAYA YA KONDOA" "KONDOA" "1" "BEREKO" 362
"DODOMA" "WILAYA YA KONDOA" "KONDOA" "2" "BUMBUTA" 363
"DODOMA" "WILAYA YA KONDOA" "KONDOA" "3" "BUSI" 364
"DODOMA" "WILAYA YA KONDOA" "KONDOA" "4" "CHANGAA" 365
"DODOMA" "WILAYA YA KONDOA" "KONDOA" "5" "HAUBI" 366
"DODOMA" "WILAYA YA KONDOA" "KONDOA" "6" "KALAMBA" 367
"DODOMA" "WILAYA YA KONDOA" "KONDOA" "7" "KIKILO" 368
"DODOMA" "WILAYA YA KONDOA" "KONDOA" "8" "KIKORE" 369
"DODOMA" "WILAYA YA KONDOA" "KONDOA" "9" "KISESE" 370
"DODOMA" "WILAYA YA KONDOA" "KONDOA" "10" "KWADELO" 371
"DODOMA" "WILAYA YA KONDOA" "KONDOA" "11" "MASANGE" 372
"DODOMA" "WILAYA YA KONDOA" "KONDOA" "12" "MNENIA" 373
"DODOMA" "WILAYA YA KONDOA" "KONDOA" "13" "PAHI" 374
"DODOMA" "WILAYA YA KONDOA" "KONDOA" "14" "SOERA" 375
"DODOMA" "WILAYA YA KONDOA" "KONDOA" "15" "THAWI" 376
"DODOMA" "WILAYA YA KONDOA" "KONDOA" "16" "SALANKA" 377
"DODOMA" "WILAYA YA KONDOA" "KONDOA" "17" "ITASWI" 378
"DODOMA" "WILAYA YA KONDOA" "KONDOA" "18" "HONDO MAIRO" 379
"DODOMA" "WILAYA YA KONDOA" "KONDOA" "19" "ITOLOLO" 380
"DODOMA" "WILAYA YA KONDOA" "KONDOA" "20" "KINYASI" 381
"DODOMA" "WILAYA YA KONDOA" "KONDOA" "21" "KEIKEI" 382
"DODOMA" "MJI KONDOA" "KONDOA MJINI" "1" "KONDOA MJINI" 383
"DODOMA" "MJI KONDOA" "KONDOA MJINI" "2" "CHEMCHEM" 384
"DODOMA" "MJI KONDOA" "KONDOA MJINI" "3" "KILIMANI" 385
"DODOMA" "MJI KONDOA" "KONDOA MJINI" "4" "SERYA" 386
"DODOMA" "MJI KONDOA" "KONDOA MJINI" "5" "BOLISA" 387
"DODOMA" "MJI KONDOA" "KONDOA MJINI" "6" "SURUKE" 388
"DODOMA" "MJI KONDOA" "KONDOA MJINI" "7" "KINGALE" 389
"DODOMA" "MJI KONDOA" "KONDOA MJINI" "8" "KOLO" 390
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "1" "CHANDAMA" 391
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "2" "CHEMBA" 392
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "3" "DALAI" 393
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "4" "FARKWA" 394
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "5" "GOIMA" 395
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "6" "GWANDI" 396
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "7" "JANGALO" 397
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "8" "KWAMTORO" 398
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "9" "LALTA" 399
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "10" "MAKORONGO" 400
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "11" "MONDO" 401
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "12" "MPENDO" 402
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "13" "MRIJO" 403
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "14" "OVADA" 404
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "15" "PARANGA" 405
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "16" "SANZAWA" 406
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "17" "KIMAHA" 407
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "18" "SONGOLO" 408
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "19" "CHURUKU" 409
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "20" "MSAADA" 410
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "21" "SOYA" 411
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "22" "KIDOKA" 412
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "23" "BABAYU" 413
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "24" "TUMBAKOSE" 414
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "25" "KINYAMSINDO" 415
"DODOMA" "WILAYA YA CHEMBA" "CHEMBA" "26" "LAHODA" 416
"DODOMA" "WILAYA YA KONGWA" "KONGWA" "1" "CHAMKOROMA" 417
"DODOMA" "WILAYA YA KONGWA" "KONGWA" "2" "HOGORO" 418
"DODOMA" "WILAYA YA KONGWA" "KONGWA" "3" "IDUO" 419
"DODOMA" "WILAYA YA KONGWA" "KONGWA" "4" "KIBAIGWA" 420
"DODOMA" "WILAYA YA KONGWA" "KONGWA" "5" "KONGWA" 421
"DODOMA" "WILAYA YA KONGWA" "KONGWA" "6" "MKOKA" 422
"DODOMA" "WILAYA YA KONGWA" "KONGWA" "7" "MLALI" 423
"DODOMA" "WILAYA YA KONGWA" "KONGWA" "8" "MTANANA" 424
"DODOMA" "WILAYA YA KONGWA" "KONGWA" "9" "NJOGE" 425
"DODOMA" "WILAYA YA KONGWA" "KONGWA" "10" "PANDAMBILI" 426
"DODOMA" "WILAYA YA KONGWA" "KONGWA" "11" "SAGARA" 427
"DODOMA" "WILAYA YA KONGWA" "KONGWA" "12" "SEJELI" 428
"DODOMA" "WILAYA YA KONGWA" "KONGWA" "13" "UGOGONI" 429
"DODOMA" "WILAYA YA KONGWA" "KONGWA" "14" "ZOISSA" 430
"DODOMA" "WILAYA YA KONGWA" "KONGWA" "15" "CHIWE" 431
"DODOMA" "WILAYA YA KONGWA" "KONGWA" "16" "LENJULU" 432
"DODOMA" "WILAYA YA KONGWA" "KONGWA" "17" "NGOMAI" 433
"DODOMA" "WILAYA YA KONGWA" "KONGWA" "18" "CHITEGO" 434
"DODOMA" "WILAYA YA KONGWA" "KONGWA" "19" "MAKAWA" 435
"DODOMA" "WILAYA YA KONGWA" "KONGWA" "20" "MATONGORO" 436
"DODOMA" "WILAYA YA KONGWA" "KONGWA" "21" "SONGAMBELE" 437
"DODOMA" "WILAYA YA KONGWA" "KONGWA" "22" "NGHUMBI" 438
"DODOMA" "WILAYA YA MPWAPWA" "KIBAKWE" "1" "IPERA" 439
"DODOMA" "WILAYA YA MPWAPWA" "KIBAKWE" "2" "KIBAKWE" 440
"DODOMA" "WILAYA YA MPWAPWA" "KIBAKWE" "3" "LUHUNDWA" 441
"DODOMA" "WILAYA YA MPWAPWA" "KIBAKWE" "4" "LUMUMA" 442
"DODOMA" "WILAYA YA MPWAPWA" "KIBAKWE" "5" "MASSA" 443
"DODOMA" "WILAYA YA MPWAPWA" "KIBAKWE" "6" "MBUGA" 444
"DODOMA" "WILAYA YA MPWAPWA" "KIBAKWE" "7" "MLUNDUZI" 445
"DODOMA" "WILAYA YA MPWAPWA" "KIBAKWE" "8" "RUDI" 446
"DODOMA" "WILAYA YA MPWAPWA" "KIBAKWE" "9" "WOTTA" 447
"DODOMA" "WILAYA YA MPWAPWA" "KIBAKWE" "10" "MTERA" 448
"DODOMA" "WILAYA YA MPWAPWA" "KIBAKWE" "11" "CHIPOGORO" 449
"DODOMA" "WILAYA YA MPWAPWA" "KIBAKWE" "12" "GALIGALI" 450
"DODOMA" "WILAYA YA MPWAPWA" "KIBAKWE" "13" "MALOLO" 451
"DODOMA" "WILAYA YA MPWAPWA" "KIBAKWE" "14" "LUFU" 452
"DODOMA" "WILAYA YA MPWAPWA" "KIBAKWE" "15" "KINGITI" 453
"DODOMA" "WILAYA YA MPWAPWA" "KIBAKWE" "16" "PWAGA" 454
"DODOMA" "WILAYA YA MPWAPWA" "KIBAKWE" "17" "WANGI" 455
"DODOMA" "WILAYA YA MPWAPWA" "KIBAKWE" "18" "MANGALIZA" 456
"DODOMA" "WILAYA YA MPWAPWA" "MPWAPWA" "1" "BEREGE" 457
"DODOMA" "WILAYA YA MPWAPWA" "MPWAPWA" "2" "CHUNYU" 458
"DODOMA" "WILAYA YA MPWAPWA" "MPWAPWA" "3" "GODEGODE" 459
"DODOMA" "WILAYA YA MPWAPWA" "MPWAPWA" "4" "KIMAGAI" 460
"DODOMA" "WILAYA YA MPWAPWA" "MPWAPWA" "5" "MATOMONDO" 461
"DODOMA" "WILAYA YA MPWAPWA" "MPWAPWA" "6" "MAZAE" 462
"DODOMA" "WILAYA YA MPWAPWA" "MPWAPWA" "7" "MIMA" 463
"DODOMA" "WILAYA YA MPWAPWA" "MPWAPWA" "8" "MPWAPWA URBAN" 464
"DODOMA" "WILAYA YA MPWAPWA" "MPWAPWA" "9" "VINGH'AWE" 465
"DODOMA" "WILAYA YA MPWAPWA" "MPWAPWA" "10" "CHITEMO" 466
"DODOMA" "WILAYA YA MPWAPWA" "MPWAPWA" "11" "IWONDO" 467
"DODOMA" "WILAYA YA MPWAPWA" "MPWAPWA" "12" "GULWE" 468
"DODOMA" "WILAYA YA MPWAPWA" "MPWAPWA" "13" "LUPETA" 469
"DODOMA" "WILAYA YA MPWAPWA" "MPWAPWA" "14" "NGHAMBI" 470
"DODOMA" "WILAYA YA MPWAPWA" "MPWAPWA" "15" "MLEMBULE" 471
"GEITA" "MJI GEITA" "GEITA MJINI" "1" "BUHALAHALA" 472
"GEITA" "MJI GEITA" "GEITA MJINI" "2" "BULELA" 473
"GEITA" "MJI GEITA" "GEITA MJINI" "3" "BUNG'WANGOKO" 474
"GEITA" "MJI GEITA" "GEITA MJINI" "4" "IHANAMILO" 475
"GEITA" "MJI GEITA" "GEITA MJINI" "5" "KALANGALALA" 476
"GEITA" "MJI GEITA" "GEITA MJINI" "6" "KANYALA" 477
"GEITA" "MJI GEITA" "GEITA MJINI" "7" "KASAMWA" 478
"GEITA" "MJI GEITA" "GEITA MJINI" "8" "MGUSU" 479
"GEITA" "MJI GEITA" "GEITA MJINI" "9" "MTAKUJA" 480
"GEITA" "MJI GEITA" "GEITA MJINI" "10" "NYANGUKU" 481
"GEITA" "MJI GEITA" "GEITA MJINI" "11" "NYANKUMBU" 482
"GEITA" "MJI GEITA" "GEITA MJINI" "12" "SHILOLELI" 483
"GEITA" "WILAYA YA NYANG'WALE" "NYANG'WALE" "1" "BUKWIMBA" 484
"GEITA" "WILAYA YA NYANG'WALE" "NYANG'WALE" "2" "BUSOLWA" 485
"GEITA" "WILAYA YA NYANG'WALE" "NYANG'WALE" "3" "IZUNYA" 486
"GEITA" "WILAYA YA NYANG'WALE" "NYANG'WALE" "4" "KABOHA" 487
"GEITA" "WILAYA YA NYANG'WALE" "NYANG'WALE" "5" "KAFITA" 488
"GEITA" "WILAYA YA NYANG'WALE" "NYANG'WALE" "6" "KAKURA" 489
"GEITA" "WILAYA YA NYANG'WALE" "NYANG'WALE" "7" "KHARUMWA" 490
"GEITA" "WILAYA YA NYANG'WALE" "NYANG'WALE" "8" "MWINGIRO" 491
"GEITA" "WILAYA YA NYANG'WALE" "NYANG'WALE" "9" "NUNDU" 492
"GEITA" "WILAYA YA NYANG'WALE" "NYANG'WALE" "10" "NYABULANDA" 493
"GEITA" "WILAYA YA NYANG'WALE" "NYANG'WALE" "11" "NYAMTUKUZA" 494
"GEITA" "WILAYA YA NYANG'WALE" "NYANG'WALE" "12" "NYANG'HWALE" 495
"GEITA" "WILAYA YA NYANG'WALE" "NYANG'WALE" "13" "NYIJUNDU" 496
"GEITA" "WILAYA YA NYANG'WALE" "NYANG'WALE" "14" "NYUGWA" 497
"GEITA" "WILAYA YA NYANG'WALE" "NYANG'WALE" "15" "SHABAKA" 498
"GEITA" "WILAYA YA BUKOMBE" "BUKOMBE" "1" "BUGELENGA" 499
"GEITA" "WILAYA YA BUKOMBE" "BUKOMBE" "2" "BUKOMBE" 500
"GEITA" "WILAYA YA BUKOMBE" "BUKOMBE" "3" "BUSONZO" 501
"GEITA" "WILAYA YA BUKOMBE" "BUKOMBE" "4" "BUTINZYA" 502
"GEITA" "WILAYA YA BUKOMBE" "BUKOMBE" "5" "IGULWA" 503
"GEITA" "WILAYA YA BUKOMBE" "BUKOMBE" "6" "IYOGELO" 504
"GEITA" "WILAYA YA BUKOMBE" "BUKOMBE" "7" "LYAMBAMGONGO" 505
"GEITA" "WILAYA YA BUKOMBE" "BUKOMBE" "8" "NAMONGE" 506
"GEITA" "WILAYA YA BUKOMBE" "BUKOMBE" "9" "NG'ANZO" 507
"GEITA" "WILAYA YA BUKOMBE" "BUKOMBE" "10" "RUNZEWE MAGHARIBI" 508
"GEITA" "WILAYA YA BUKOMBE" "BUKOMBE" "11" "RUNZEWE MASHARIKI" 509
"GEITA" "WILAYA YA BUKOMBE" "BUKOMBE" "12" "USHIROMBO" 510
"GEITA" "WILAYA YA BUKOMBE" "BUKOMBE" "13" "UYOVU" 511
"GEITA" "WILAYA YA BUKOMBE" "BUKOMBE" "14" "KATENTE" 512
"GEITA" "WILAYA YA BUKOMBE" "BUKOMBE" "15" "BULANGWA" 513
"GEITA" "WILAYA YA BUKOMBE" "BUKOMBE" "16" "KATOME" 514
"GEITA" "WILAYA YA BUKOMBE" "BUKOMBE" "17" "BULEGA" 515
"GEITA" "WILAYA YA CHATO" "CHATO" "1" "BUKOME" 516
"GEITA" "WILAYA YA CHATO" "CHATO" "2" "BUSERESERE" 517
"GEITA" "WILAYA YA CHATO" "CHATO" "3" "BUTENGORUMASA" 518
"GEITA" "WILAYA YA CHATO" "CHATO" "4" "BUZIKU" 519
"GEITA" "WILAYA YA CHATO" "CHATO" "5" "BWANGA" 520
"GEITA" "WILAYA YA CHATO" "CHATO" "6" "BWERA" 521
"GEITA" "WILAYA YA CHATO" "CHATO" "7" "BWINA" 522
"GEITA" "WILAYA YA CHATO" "CHATO" "8" "BWONGERA" 523
"GEITA" "WILAYA YA CHATO" "CHATO" "9" "CHATO" 524
"GEITA" "WILAYA YA CHATO" "CHATO" "10" "ICHWANKIMA" 525
"GEITA" "WILAYA YA CHATO" "CHATO" "11" "ILEMELA" 526
"GEITA" "WILAYA YA CHATO" "CHATO" "12" "ILYAMCHELE" 527
"GEITA" "WILAYA YA CHATO" "CHATO" "13" "IPARAMASA" 528
"GEITA" "WILAYA YA CHATO" "CHATO" "14" "KACHWAMBA" 529
"GEITA" "WILAYA YA CHATO" "CHATO" "15" "KASENGA" 530
"GEITA" "WILAYA YA CHATO" "CHATO" "16" "KATENDE" 531
"GEITA" "WILAYA YA CHATO" "CHATO" "17" "KIGONGO" 532
"GEITA" "WILAYA YA CHATO" "CHATO" "18" "MAKURUGUSI" 533
"GEITA" "WILAYA YA CHATO" "CHATO" "19" "MINKOTO" 534
"GEITA" "WILAYA YA CHATO" "CHATO" "20" "MUGANZA" 535
"GEITA" "WILAYA YA CHATO" "CHATO" "21" "MUUNGANO" 536
"GEITA" "WILAYA YA CHATO" "CHATO" "22" "NYAMIREMBE" 537
"GEITA" "WILAYA YA CHATO" "CHATO" "23" "NYARUTEMBO" 538
"GEITA" "WILAYA YA GEITA" "BUSANDA" "1" "BUJULA" 539
"GEITA" "WILAYA YA GEITA" "BUSANDA" "2" "BUKOLI" 540
"GEITA" "WILAYA YA GEITA" "BUSANDA" "3" "BUKONDO" 541
"GEITA" "WILAYA YA GEITA" "BUSANDA" "4" "BUSANDA" 542
"GEITA" "WILAYA YA GEITA" "BUSANDA" "5" "BUTOBELA" 543
"GEITA" "WILAYA YA GEITA" "BUSANDA" "6" "BUTUNDWE" 544
"GEITA" "WILAYA YA GEITA" "BUSANDA" "7" "CHIGUNGA" 545
"GEITA" "WILAYA YA GEITA" "BUSANDA" "8" "KAMENA" 546
"GEITA" "WILAYA YA GEITA" "BUSANDA" "9" "KASEME" 547
"GEITA" "WILAYA YA GEITA" "BUSANDA" "10" "KATORO" 548
"GEITA" "WILAYA YA GEITA" "BUSANDA" "11" "LUDETE" 549
"GEITA" "WILAYA YA GEITA" "BUSANDA" "12" "MAGENGE" 550
"GEITA" "WILAYA YA GEITA" "BUSANDA" "13" "NYACHILULUMA" 551
"GEITA" "WILAYA YA GEITA" "BUSANDA" "14" "NYAKAGOMBA" 552
"GEITA" "WILAYA YA GEITA" "BUSANDA" "15" "NYAKAMWAGA" 553
"GEITA" "WILAYA YA GEITA" "BUSANDA" "16" "NYALWANZAJA" 554
"GEITA" "WILAYA YA GEITA" "BUSANDA" "17" "NYAMALIMBE" 555
"GEITA" "WILAYA YA GEITA" "BUSANDA" "18" "NYAMIGOTA" 556
"GEITA" "WILAYA YA GEITA" "BUSANDA" "19" "NYAMWILOLELWA" 557
"GEITA" "WILAYA YA GEITA" "BUSANDA" "20" "NYARUGUSU" 558
"GEITA" "WILAYA YA GEITA" "BUSANDA" "21" "NYARUYEYE" 559
"GEITA" "WILAYA YA GEITA" "BUSANDA" "22" "LWAMGASA" 560
"GEITA" "WILAYA YA GEITA" "GEITA" "1" "BUGALAMA" 561
"GEITA" "WILAYA YA GEITA" "GEITA" "2" "BUGULULA" 562
"GEITA" "WILAYA YA GEITA" "GEITA" "3" "ISULWABUTUNDE" 563
"GEITA" "WILAYA YA GEITA" "GEITA" "4" "IZUMACHELI" 564
"GEITA" "WILAYA YA GEITA" "GEITA" "5" "KAGU" 565
"GEITA" "WILAYA YA GEITA" "GEITA" "6" "KAKUBILO" 566
"GEITA" "WILAYA YA GEITA" "GEITA" "7" "KAMHANGA" 567
"GEITA" "WILAYA YA GEITA" "GEITA" "8" "KATOMA" 568
"GEITA" "WILAYA YA GEITA" "GEITA" "9" "LUBANGA" 569
"GEITA" "WILAYA YA GEITA" "GEITA" "10" "LWEZERA" 570
"GEITA" "WILAYA YA GEITA" "GEITA" "11" "NKOME" 571
"GEITA" "WILAYA YA GEITA" "GEITA" "12" "NYAMBOGE" 572
"GEITA" "WILAYA YA GEITA" "GEITA" "13" "NYAWILIMILWA" 573
"GEITA" "WILAYA YA GEITA" "GEITA" "14" "NZERA" 574
"GEITA" "WILAYA YA GEITA" "GEITA" "15" "SENGA" 575
"GEITA" "WILAYA YA MBOGWE" "MBOGWE" "1" "BUKANDWE" 576
"GEITA" "WILAYA YA MBOGWE" "MBOGWE" "2" "BUNINGONZI" 577
"GEITA" "WILAYA YA MBOGWE" "MBOGWE" "3" "IKOBE" 578
"GEITA" "WILAYA YA MBOGWE" "MBOGWE" "4" "IKUNGUIGAZI" 579
"GEITA" "WILAYA YA MBOGWE" "MBOGWE" "5" "ILOLANGULU" 580
"GEITA" "WILAYA YA MBOGWE" "MBOGWE" "6" "IPONYA" 581
"GEITA" "WILAYA YA MBOGWE" "MBOGWE" "7" "ISEBYA" 582
"GEITA" "WILAYA YA MBOGWE" "MBOGWE" "8" "LUGUNGA" 583
"GEITA" "WILAYA YA MBOGWE" "MBOGWE" "9" "LULEMBELA" 584
"GEITA" "WILAYA YA MBOGWE" "MBOGWE" "10" "MASUMBWE" 585
"GEITA" "WILAYA YA MBOGWE" "MBOGWE" "11" "MBOGWE" 586
"GEITA" "WILAYA YA MBOGWE" "MBOGWE" "12" "NANDA" 587
"GEITA" "WILAYA YA MBOGWE" "MBOGWE" "13" "MGEMO" 588
"GEITA" "WILAYA YA MBOGWE" "MBOGWE" "14" "NG'HOMOLWA" 589
"GEITA" "WILAYA YA MBOGWE" "MBOGWE" "15" "NYAKAFULU" 590
"GEITA" "WILAYA YA MBOGWE" "MBOGWE" "16" "NYASATO" 591
"GEITA" "WILAYA YA MBOGWE" "MBOGWE" "17" "USHIRIKA" 592
"IRINGA" "MANISPAA YA IRINGA" "IRINGA MJINI" "1" "GANGILONGA" 593
"IRINGA" "MANISPAA YA IRINGA" "IRINGA MJINI" "2" "ILALA" 594
"IRINGA" "MANISPAA YA IRINGA" "IRINGA MJINI" "3" "KIHESA" 595
"IRINGA" "MANISPAA YA IRINGA" "IRINGA MJINI" "4" "KITANZINI" 596
"IRINGA" "MANISPAA YA IRINGA" "IRINGA MJINI" "5" "KITWIRU" 597
"IRINGA" "MANISPAA YA IRINGA" "IRINGA MJINI" "6" "KWAKILOSA" 598
"IRINGA" "MANISPAA YA IRINGA" "IRINGA MJINI" "7" "MAKORONGONI" 599
"IRINGA" "MANISPAA YA IRINGA" "IRINGA MJINI" "8" "MIVINJENI" 600
"IRINGA" "MANISPAA YA IRINGA" "IRINGA MJINI" "9" "MKWAWA" 601
"IRINGA" "MANISPAA YA IRINGA" "IRINGA MJINI" "10" "MLANDEGE" 602
"IRINGA" "MANISPAA YA IRINGA" "IRINGA MJINI" "11" "MSHINDO" 603
"IRINGA" "MANISPAA YA IRINGA" "IRINGA MJINI" "12" "MTWIVILA" 604
"IRINGA" "MANISPAA YA IRINGA" "IRINGA MJINI" "13" "MWANGATA" 605
"IRINGA" "MANISPAA YA IRINGA" "IRINGA MJINI" "14" "RUAHA" 606
"IRINGA" "MANISPAA YA IRINGA" "IRINGA MJINI" "15" "NDULI" 607
