"region" "district" "const" "candidate" "party" "sex" "votes" "spltvotes" "perc"
"MOROGORO" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "SAMEER ISMAIL LOTTO" "CCM" "M" 33825 2367 79.1
"MOROGORO" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "GAID SHARAFF MOHAMED" "CUF" "M" 6744 2367 15.8
"MOROGORO" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "AQUILIN CLAUD MAGALAMBULA" "CHADEMA" "M" 1293 2367 3
"MOROGORO" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "RICHARD TUMBO KUMBUKA" "TLP" "M" 626 2367 1.5
"MOROGORO" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "RAJABU ABAS MWELEKAMWANA" "CHAUSTA" "M" 263 2367 0.6
"MOROGORO" "WILAYA YA MVOMERO" "MVOMERO" "AHMED SADDIQ SULEIMAN" "CCM" "M" 77564 5701 84.2
"MOROGORO" "WILAYA YA MVOMERO" "MVOMERO" "OWDEN MANYETA MATOKEO" "CHADEMA" "M" 6160 5701 6.7
"MOROGORO" "WILAYA YA MVOMERO" "MVOMERO" "THABITI MAKUSI IDD" "CUF" "M" 5960 5701 6.5
"MOROGORO" "WILAYA YA MVOMERO" "MVOMERO" "MANGUSI MARTIN MKOBA" "TLP" "M" 1504 5701 1.6
"MOROGORO" "WILAYA YA MVOMERO" "MVOMERO" "YUSSUF RAMADHANI SUMBWA" "Jahazi Asilia" "M" 478 5701 0.5
"MOROGORO" "WILAYA YA MVOMERO" "MVOMERO" "DOMINICK PONELA BOGII" "UDP" "M" 247 5701 0.3
"MOROGORO" "WILAYA YA MVOMERO" "MVOMERO" "SALUM NASSOR MGELA" "UPDP" "M" 223 5701 0.2
"MOROGORO" "WILAYA YA ULANGA" "ULANGA MAGHARIBI" "DR ALIFA NGASONGWA JUMA" "CCM" "M" 22186 1465 53.3
"MOROGORO" "WILAYA YA ULANGA" "ULANGA MAGHARIBI" "EMERAN MELCHIOR MLAMBITI" "TLP" "M" 18439 1465 44.3
"MOROGORO" "WILAYA YA ULANGA" "ULANGA MAGHARIBI" "MAGNUS MWEMBE MSAMBILA" "TADEA" "M" 733 1465 1.8
"MOROGORO" "WILAYA YA ULANGA" "ULANGA MAGHARIBI" "PETRO LIPINGA ROSA" "DP" "F" 250 1465 0.6
"MOROGORO" "WILAYA YA ULANGA" "ULANGA MASHARIKI" "OMPESHI KOMBANI CELINA" "CCM" "F" 25467 1599 83.3
"MOROGORO" "WILAYA YA ULANGA" "ULANGA MASHARIKI" "MASANO GAMBA ERNESTI" "CUF" "M" 4178 1599 13.7
"MOROGORO" "WILAYA YA ULANGA" "ULANGA MASHARIKI" "AHMAD MAKORONGO YAHAYA" "CHADEMA" "M" 917 1599 3
"MTWARA" "MANISPAA YA MTWARA MIKINDANI" "MTWARA MJINI" "MOHAMED SAID SINANI" "CCM" "M" 22054 1311 61.3
"MTWARA" "MANISPAA YA MTWARA MIKINDANI" "MTWARA MJINI" "JETHA EDWIN ATHMAN" "NCCR-MAGEUZI" "M" 10657 1311 29.6
"MTWARA" "MANISPAA YA MTWARA MIKINDANI" "MTWARA MJINI" "ATHMANI YUSUF CHILUMBA" "CUF" "M" 2228 1311 6.2
"MTWARA" "MANISPAA YA MTWARA MIKINDANI" "MTWARA MJINI" "DUNSTAN LUBAGUMYA MULOKOZI" "CHADEMA" "M" 808 1311 2.2
"MTWARA" "MANISPAA YA MTWARA MIKINDANI" "MTWARA MJINI" "IBRAHIM HEMEDI MMAMBE" "TLP" "M" 259 1311 0.7
"MTWARA" "WILAYA YA MASASI" "LULINDI" "SULEIMAN OMAR KUMCHAYA" "CCM" "M" 40837 3184 84.1
"MTWARA" "WILAYA YA MASASI" "LULINDI" "ALI MBWETEKA CHE_WADDI" "CUF" "M" 5065 3184 10.4
"MTWARA" "WILAYA YA MASASI" "LULINDI" "WAILLU PETER MANDE" "CHADEMA" "M" 2087 3184 4.3
"MTWARA" "WILAYA YA MASASI" "LULINDI" "JOHN DUSTAN NYARENDA" "UPDP" "M" 541 3184 1.1
"MTWARA" "WILAYA YA MASASI" "MASASI" "RAYNALD ALFONS MROPE" "CCM" "M" 53919 4750 79.3
"MTWARA" "WILAYA YA MASASI" "MASASI" "DIANA MWATUKA CLARA" "CUF" "F" 9989 4750 14.7
"MTWARA" "WILAYA YA MASASI" "MASASI" "PHANUEL JAMES MHAIKI" "CHADEMA" "M" 1851 4750 2.7
"MTWARA" "WILAYA YA MASASI" "MASASI" "PAUL HERMAN MPOKWA" "UPDP" "M" 968 4750 1.4
"MTWARA" "WILAYA YA MASASI" "MASASI" "JEROME MATHIAS HEMED" "NCCR-MAGEUZI" "M" 693 4750 1
"MTWARA" "WILAYA YA MASASI" "MASASI" "DR JOHN FREDERICK ISA" "NLD" "M" 532 4750 0.8
"MTWARA" "WILAYA YA MASASI" "NANYUMBU" "DUSTAN DANIEL MKAPA" "CCM" "M" 37541 3270 77.4
"MTWARA" "WILAYA YA MASASI" "NANYUMBU" "SAID NGANDANJE LIPONDA" "CUF" "M" 7023 3270 14.5
"MTWARA" "WILAYA YA MASASI" "NANYUMBU" "PAUL MKULIA SUMU" "NCCR-MAGEUZI" "M" 3908 3270 8.1
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "ABDULRAHMAN GHASIA HAWA" "CCM" "F" 54300 6572 74.4
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "OMARI WANANIMUKA CHIKAMBA" "CUF" "M" 13402 6572 18.4
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "SHABANI ALLY MTANGA" "CHADEMA" "M" 2534 6572 3.5
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "QASSIM SULEYMAN MANZI" "NCCR-MAGEUZI" "M" 1727 6572 2.4
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "ISSA ABDALAH MCHILA" "TLP" "M" 1048 6572 1.4
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "GEORGE HURUMA MKUCHIKA" "CCM" "M" 68410 4312 79.9
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "SEIFU MAARIFA HAKIKA" "CUF" "M" 14871 4312 17.4
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "HAMIDU SAIDI ODINGA" "CHADEMA" "M" 1675 4312 2
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "NOEL JESMOND KANNOLE" "TLP" "M" 657 4312 0.8
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "JUMA ABDALLAH NJWAYO" "CCM" "M" 59709 5674 70.2
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "SALIM UZZI MILLANZI" "CUF" "M" 19651 5674 23.1
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "RASHIDI NAMMAVA RWENDO" "CHADEMA" "M" 3627 5674 4.3
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "RASHIDI BAKARI MATUMLA" "TLP" "M" 2072 5674 2.4
"MWANZA" "JIJI LA MWANZA" "ILEMELA" "ANTHONY MWANDU DIALLO" "CCM" "M" 50368 0 75.1
"MWANZA" "JIJI LA MWANZA" "ILEMELA" "SHIJA LUBAMBULA KALUNGWA" "CUF" "M" 8940 0 13.3
"MWANZA" "JIJI LA MWANZA" "ILEMELA" "LAMECK BARAKA ADINA" "CHADEMA" "M" 4702 0 7
"MWANZA" "JIJI LA MWANZA" "ILEMELA" "DOTTO CHARLES LUBALA" "TADEA" "M" 1886 0 2.8
"MWANZA" "JIJI LA MWANZA" "ILEMELA" "BETHUEL MOSHI RODGERS" "TLP" "M" 1140 0 1.7
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "LAWRENCE MASHA" "CCM" "M" 60287 0 73.9
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "OMARI SAID MBALAMWEZI" "CUF" "M" 16609 0 20.4
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "JOSEPHAT KANYONYI MANYERERE" "CHADEMA" "M" 3679 0 4.5
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "HERMAN KILIPHECE LEGERA" "TLP" "M" 340 0 0.4
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "MBOJE SABANA EDWARD" "UDP" "M" 227 0 0.3
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "GASPAR CHAMBUA DAVID" "CHAUSTA" "M" 197 0 0.2
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "MAKANGARA ROBERT SIMBA" "TADEA" "M" 152 0 0.2
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "YOHANA IBRAHIMU KADAWI" "NLD" "M" 110 0 0.1
"MWANZA" "WILAYA YA GEITA" "BUSANDA" "FAUSTIN RWILOMBA KABUZI" "CCM" "M" 61868 7006 79.2
"MWANZA" "WILAYA YA GEITA" "BUSANDA" "HUSSEIN MUSSA ABDALLAH" "CUF" "M" 13094 7006 16.8
"MWANZA" "WILAYA YA GEITA" "BUSANDA" "MANYANYA CHALAHANI ISMAIL" "CHADEMA" "M" 3107 7006 4
"MWANZA" "WILAYA YA GEITA" "GEITA" "ERNEST GAKEYA MABINA" "CCM" "M" 47731 6289 57.5
"MWANZA" "WILAYA YA GEITA" "GEITA" "MICHAEL MALEBO PETER" "CUF" "M" 35240 6289 42.5
"MWANZA" "WILAYA YA GEITA" "NYANG'HWALE" "JAMES PHILIPO MUSALIKA" "CCM" "M" 21371 2554 60.6
"MWANZA" "WILAYA YA GEITA" "NYANG'HWALE" "SELEMAN HUSSEN MAGUHA" "CUF" "M" 13887 2554 39.4
"MWANZA" "WILAYA YA KWIMBA" "KWIMBA" "PHILIP BUJIKU SAKILA" "CCM" "M" 38882 4298 76.5
"MWANZA" "WILAYA YA KWIMBA" "KWIMBA" "JAPHET MAGINYA NGUNDA" "CUF" "M" 7702 4298 15.2
"MWANZA" "WILAYA YA KWIMBA" "KWIMBA" "JUMANNE IBRAHIM NGELEJA" "CHADEMA" "M" 2567 4298 5.1
"MWANZA" "WILAYA YA KWIMBA" "KWIMBA" "ISWALALA NG'WANAYINZA ALLOYS" "UDP" "M" 1653 4298 3.3
"MWANZA" "WILAYA YA KWIMBA" "SUMVE" "RICHARD MGANGA NDASSA" "CCM" "M" 29536 2957 60.8
"MWANZA" "WILAYA YA KWIMBA" "SUMVE" "SHILATU MAKUNE CHARLES" "CUF" "M" 17220 2957 35.5
"MWANZA" "WILAYA YA KWIMBA" "SUMVE" "ROBERT THOMAS LOTH" "CHADEMA" "M" 877 2957 1.8
"MWANZA" "WILAYA YA KWIMBA" "SUMVE" "KUNYALA DEOGRATIAS MASAKILIJA" "CHAUSTA" "M" 463 2957 1
"MWANZA" "WILAYA YA KWIMBA" "SUMVE" "MAJORA NKWIMBA MARY" "UDP" "F" 453 2957 0.9
"MWANZA" "WILAYA YA MAGU" "BUSEGA" "DR RAPHAEL MSUNGA CHEGENI" "CCM" "M" 39265 3685 72.7
"MWANZA" "WILAYA YA MAGU" "BUSEGA" "HAPPYINESS BUYEGI ZANGI" "UDP" "F" 12860 3685 23.8
"MWANZA" "WILAYA YA MAGU" "BUSEGA" "STANSLAUS HATARI MATULANYA" "CUF" "M" 1867 3685 3.5
"MWANZA" "WILAYA YA MAGU" "MAGU MJINI" "DKT FESTUS BULUGU LIMBU" "CCM" "M" 53157 4615 68.7
"MWANZA" "WILAYA YA MAGU" "MAGU MJINI" "PETER ILOLE LAURIAN" "CUF" "M" 18404 4615 23.8
"MWANZA" "WILAYA YA MAGU" "MAGU MJINI" "BULUGU NCHILU SAMI" "UDP" "F" 3312 4615 4.3
"MWANZA" "WILAYA YA MAGU" "MAGU MJINI" "ABDALAH ZACHARIA ZENA" "CHADEMA" "F" 1530 4615 2
"MWANZA" "WILAYA YA MAGU" "MAGU MJINI" "BONAVENTURA PETER NDEKEJA" "NLD" "M" 690 4615 0.9
"MWANZA" "WILAYA YA MAGU" "MAGU MJINI" "GASPAR MAYALA GAGANIJA" "SAU" "M" 326 4615 0.4
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "JACOB DALALI SHIBILITI" "CCM" "M" 64152 7190 81.3
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "DIDAS PAULO NTEMI" "CUF" "M" 9738 7190 12.3
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "PETTER LUGOBI LUSSESA" "UDP" "M" 1749 7190 2.2
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "MISELYA JULIUS SENATOR" "TLP" "M" 1654 7190 2.1
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "RICHARD GAGI NUMBU" "TADEA" "M" 1573 7190 2
"MWANZA" "WILAYA YA SENGEREMA" "BUCHOSA" "SAMWEL MCHELE CHITALILO" "CCM" "M" 38822 6947 55
"MWANZA" "WILAYA YA SENGEREMA" "BUCHOSA" "SHIJA MOSES NG'WANANOGU" "CUF" "M" 28956 6947 41
"MWANZA" "WILAYA YA SENGEREMA" "BUCHOSA" "FIKIRI IBAMBILO METHOD" "CHADEMA" "M" 2816 6947 4
"MWANZA" "WILAYA YA SENGEREMA" "SENGEREMA" "WILLIAM MGANGA NGELEJA" "CCM" "M" 49857 5396 69.3
"MWANZA" "WILAYA YA SENGEREMA" "SENGEREMA" "ESSAU BALALUKULILIZA PELECE" "UDP" "F" 15886 5396 22.1
"MWANZA" "WILAYA YA SENGEREMA" "SENGEREMA" "STELLA COSMAS CHETTO" "CUF" "F" 3871 5396 5.4
"MWANZA" "WILAYA YA SENGEREMA" "SENGEREMA" "JOSHUA ZABRONE SUBI" "CHADEMA" "M" 2341 5396 3.3
"MWANZA" "WILAYA YA UKEREWE" "UKEREWE" "DR GETRUDE IBENGWE MONGELLA" "CCM" "F" 44151 4079 53.6
"MWANZA" "WILAYA YA UKEREWE" "UKEREWE" "SYLVESTER KANYANSI MASINDE" "CHADEMA" "M" 35585 4079 43.2
"MWANZA" "WILAYA YA UKEREWE" "UKEREWE" "MAGUMBA WANGERE FOCUS" "CUF" "M" 1868 4079 2.3
"MWANZA" "WILAYA YA UKEREWE" "UKEREWE" "ALPHAXARD SAMBILA BISEKO" "TADEA" "M" 527 4079 0.6
"MWANZA" "WILAYA YA UKEREWE" "UKEREWE" "CHARANGA KAJELI JORAMU" "FORD" "M" 307 4079 0.4
"PWANI" "MJI WA KIBAHA" "KIBAHA MJINI" "DR  ZAINAB AMIR  GAMA" "CCM" "F" 18214 1738 59.1
"PWANI" "MJI WA KIBAHA" "KIBAHA MJINI" "JOYCE ALBERT CHITENJE" "CHADEMA" "F" 10156 1738 32.9
"PWANI" "MJI WA KIBAHA" "KIBAHA MJINI" "HASHIM ATHUMANI KISAKA" "CUF" "M" 2127 1738 6.9
"PWANI" "MJI WA KIBAHA" "KIBAHA MJINI" "ASHA MRISHO MAMBOSASA" "Jahazi Asilia" "F" 77 1738 0.2
"PWANI" "MJI WA KIBAHA" "KIBAHA MJINI" "JOSEPH KYARA NOEL" "SAU" "M" 63 1738 0.2
"PWANI" "MJI WA KIBAHA" "KIBAHA MJINI" "JOSEPH DAUDI MKOMAGU" "CHAUSTA" "M" 62 1738 0.2
"PWANI" "MJI WA KIBAHA" "KIBAHA MJINI" "CHRISTONSIA MUNUO HUMPHREY" "MAKINI" "M" 48 1738 0.2
"PWANI" "MJI WA KIBAHA" "KIBAHA MJINI" "IFIGENIA EUGEN PONERA" "NLD" "F" 40 1738 0.1
"PWANI" "MJI WA KIBAHA" "KIBAHA MJINI" "NHONYA   CHIMA GRACE" "UMD" "F" 38 1738 0.1
"PWANI" "MJI WA KIBAHA" "KIBAHA MJINI" "RAJABU SALUM RAMADHANI" "UPDP" "M" 20 1738 0.1
"PWANI" "MJI WA KIBAHA" "KIBAHA MJINI" "MATHIAS ANDREA KALUMBETTE" "TLP" "M" 0 1738 NA
"PWANI" "MJI WA KIBAHA" "KIBAHA MJINI" "MATHIAS ANDREA  KALUMBETTE" "TLP" "M" 0 1738 NA
"PWANI" "WILAYA YA BAGAMOYO" "BAGAMOYO" "SHUKURU JUMANNE KAWAMBWA" "CCM" "M" 24815 1549 82.2
"PWANI" "WILAYA YA BAGAMOYO" "BAGAMOYO" "ABEID SILIM TWAHA" "CUF" "M" 5056 1549 16.7
"PWANI" "WILAYA YA BAGAMOYO" "BAGAMOYO" "RASHIDI CHEKANAE HAMIDA" "CHAUSTA" "F" 137 1549 0.5
"PWANI" "WILAYA YA BAGAMOYO" "BAGAMOYO" "JUMA KHAILALA SHINUNA" "Jahazi Asilia" "F" 54 1549 0.2
"PWANI" "WILAYA YA BAGAMOYO" "BAGAMOYO" "HAMIDA JUMA KAPILIMA" "DP" "F" 46 1549 0.2
"PWANI" "WILAYA YA BAGAMOYO" "BAGAMOYO" "GLADNESS JONATHANI MRUTU" "UMD" "F" 38 1549 0.1
"PWANI" "WILAYA YA BAGAMOYO" "BAGAMOYO" "SELEMANI MBWANA MWANAMTAMA" "SAU" "F" 37 1549 0.1
"PWANI" "WILAYA YA BAGAMOYO" "BAGAMOYO" "JUMA KHAIRALLA ZAWADI" "NLD" "F" 23 1549 0.1
"PWANI" "WILAYA YA BAGAMOYO" "CHALINZE" "RAMADHANI ATHUMAN MANENO" "CCM" "M" 47654 3666 83.3
"PWANI" "WILAYA YA BAGAMOYO" "CHALINZE" "LUGENDO SAMKUMBI MECKY" "CHADEMA" "M" 6029 3666 10.5
"PWANI" "WILAYA YA BAGAMOYO" "CHALINZE" "ALLY  KINGWALA MIRAJI" "CUF" "M" 2825 3666 4.9
"PWANI" "WILAYA YA BAGAMOYO" "CHALINZE" "TATU SEMENI MASSENGA" "CHAUSTA" "F" 302 3666 0.5
"PWANI" "WILAYA YA BAGAMOYO" "CHALINZE" "PETER BENSON MUYOMBE" "TLP" "M" 256 3666 0.4
"PWANI" "WILAYA YA BAGAMOYO" "CHALINZE" "ISSA TOWAKALI WAZIRI" "UPDP" "M" 85 3666 0.1
"PWANI" "WILAYA YA BAGAMOYO" "CHALINZE" "YUSSUF OMARY OMARY" "Jahazi Asilia" "M" 83 3666 0.1
"PWANI" "WILAYA YA KIBAHA" "KIBAHA VIJIJINI" "DR IBRAHIM SAID MSABAHA" "CCM" "M" 14509 1044 69.8
"PWANI" "WILAYA YA KIBAHA" "KIBAHA VIJIJINI" "ABDULKARIM ALLY ATIKI" "CUF" "M" 5372 1044 25.9
"PWANI" "WILAYA YA KIBAHA" "KIBAHA VIJIJINI" "KASSIM SHAMTE MANDAI" "CHAUSTA" "M" 382 1044 1.8
"PWANI" "WILAYA YA KIBAHA" "KIBAHA VIJIJINI" "NKANGO MPATA BERTHA" "SAU" "F" 226 1044 1.1
"PWANI" "WILAYA YA KIBAHA" "KIBAHA VIJIJINI" "JUMA HUSSEN SALAMA" "TLP" "F" 166 1044 0.8
"PWANI" "WILAYA YA KIBAHA" "KIBAHA VIJIJINI" "JUMANNE PEMBE KINYOGOLI" "Jahazi Asilia" "M" 64 1044 0.3
"PWANI" "WILAYA YA KIBAHA" "KIBAHA VIJIJINI" "WALTAR OSIMA JANETH" "UPDP" "F" 31 1044 0.1
"PWANI" "WILAYA YA KIBAHA" "KIBAHA VIJIJINI" "SEMENI KASSIM MTOPEA" "NLD" "F" 28 1044 0.1
"PWANI" "WILAYA YA KISARAWE" "KISARAWE" "SAIDI JANGUO ATHUMANI" "CCM" "M" 24222 2323 65.1
"PWANI" "WILAYA YA KISARAWE" "KISARAWE" "WA-DANDO JOKOLO JOKOLO" "CUF" "M" 11529 2323 31
"PWANI" "WILAYA YA KISARAWE" "KISARAWE" "LUCAS SALUM WILLIAM" "TLP" "M" 531 2323 1.4
"PWANI" "WILAYA YA KISARAWE" "KISARAWE" "JEMA ALLY MOMBA" "UPDP" "F" 514 2323 1.4
"PWANI" "WILAYA YA KISARAWE" "KISARAWE" "MBEGU AUSY HAMZA" "UMD" "M" 221 2323 0.6
"PWANI" "WILAYA YA KISARAWE" "KISARAWE" "RAJABU MERKSEDECK MASOMBOLA" "NLD" "M" 186 2323 0.5
"PWANI" "WILAYA YA MAFIA" "MAFIA" "ESMAIL HASSANSHAH ABDULKARIM" "CCM" "M" 10366 372 58.4
"PWANI" "WILAYA YA MAFIA" "MAFIA" "OMARI TWALUTI WAHABI" "CUF" "M" 7211 372 40.7
"PWANI" "WILAYA YA MAFIA" "MAFIA" "RASHID SAID MWISHEHE" "TLP" "M" 162 372 0.9
"PWANI" "WILAYA YA MKURANGA" "MKURANGA" "KIGOMA MALIMA ADAM" "CCM" "M" 41544 4751 62.4
"PWANI" "WILAYA YA MKURANGA" "MKURANGA" "MAULID MPONDA MKIMA" "CUF" "M" 22152 4751 33.2
"PWANI" "WILAYA YA MKURANGA" "MKURANGA" "BARIGEA ERNEST SAMWEL" "CHAUSTA" "M" 962 4751 1.4
"PWANI" "WILAYA YA MKURANGA" "MKURANGA" "SHAABAN ALLY MKETTO" "NRA" "M" 542 4751 0.8
"PWANI" "WILAYA YA MKURANGA" "MKURANGA" "SHABANI SELUNGWI ATHOMANI" "NLD" "M" 469 4751 0.7
"PWANI" "WILAYA YA MKURANGA" "MKURANGA" "LIGANIA RAI RASHIDI" "DP" "M" 379 4751 0.6
"PWANI" "WILAYA YA MKURANGA" "MKURANGA" "BAKARI MZIWANDA MOHAMEDI" "TLP" "M" 179 4751 0.3
"PWANI" "WILAYA YA MKURANGA" "MKURANGA" "MICHAEL MATILYA MODESTA" "SAU" "F" 162 4751 0.2
"PWANI" "WILAYA YA MKURANGA" "MKURANGA" "MOSHI RASHIDI KIGUNDULA" "UMD" "M" 125 4751 0.2
"PWANI" "WILAYA YA MKURANGA" "MKURANGA" "ADAMU SAFI SAFI" "UPDP" "M" 111 4751 0.2
"PWANI" "WILAYA YA RUFIJI" "KIBITI" "ABDUL JABIRI MAROMBWA" "CCM" "M" 23918 2892 55.2
"PWANI" "WILAYA YA RUFIJI" "KIBITI" "JAMAL HAMISI KISONGO" "CUF" "M" 18264 2892 42.1
"PWANI" "WILAYA YA RUFIJI" "KIBITI" "YESE MOSHI SUNDAY" "CHAUSTA" "M" 656 2892 1.5
"PWANI" "WILAYA YA RUFIJI" "KIBITI" "ENOSI NKWAMA RASHIDI" "UDP" "M" 291 2892 0.7
"PWANI" "WILAYA YA RUFIJI" "KIBITI" "PAUL KYARA MAJALIO" "SAU" "M" 219 2892 0.5
"PWANI" "WILAYA YA RUFIJI" "RUFIJI" "PROF IDRIS ALI MTULIA" "CCM" "M" 19092 1861 56.5
"PWANI" "WILAYA YA RUFIJI" "RUFIJI" "MOHAMED SALEH AFIF" "CUF" "M" 13996 1861 41.4
"PWANI" "WILAYA YA RUFIJI" "RUFIJI" "ALLY OMARI MMINGE" "CHADEMA" "M" 636 1861 1.9
"PWANI" "WILAYA YA RUFIJI" "RUFIJI" "HAMISI MOHAMED NGARABUKE" "UDP" "M" 57 1861 0.2
"RUKWA" "MANISPAA YA SUMBAWANGA" "SUMBAWANGA MJINI" "PAUL PETER KIMITI" "CCM" "M" 37019 1860 88
"RUKWA" "MANISPAA YA SUMBAWANGA" "SUMBAWANGA MJINI" "ANDREA MPEPO HONORATA" "CHADEMA" "F" 3901 1860 9.3
"RUKWA" "MANISPAA YA SUMBAWANGA" "SUMBAWANGA MJINI" "BRIGHTON BLASIUS MUKULU" "CUF" "M" 1151 1860 2.7
"RUKWA" "WILAYA YA MPANDA" "MPANDA KATI" "SAID AMOUR ARFI" "CHADEMA" "M" 7703 584 50.5
"RUKWA" "WILAYA YA MPANDA" "MPANDA KATI" "LEPHY BENJAMINI GEMBE" "CCM" "M" 7274 584 47.7
"RUKWA" "WILAYA YA MPANDA" "MPANDA KATI" "ARAM EZEKIA NDIMUBENYA" "CUF" "M" 132 584 0.9
"RUKWA" "WILAYA YA MPANDA" "MPANDA KATI" "KLESENS BONIFACE SIMANWE" "TLP" "M" 86 584 0.6
"RUKWA" "WILAYA YA MPANDA" "MPANDA KATI" "MICHAEL MANGWANGWA JUNGA" "NCCR-MAGEUZI" "M" 62 584 0.4
"RUKWA" "WILAYA YA MPANDA" "MPANDA MAGHARIBI" "ABDALLAH SALUM SUMRY" "CCM" "M" 16230 1105 82.6
"RUKWA" "WILAYA YA MPANDA" "MPANDA MAGHARIBI" "MASHAKA KABABENDE ATHUMANI" "CUF" "M" 3409 1105 17.4
"RUKWA" "WILAYA YA MPANDA" "MPANDA MASHARIKI" "MIZENGO PETER PINDA" "CCM" "M" 29866 2464 83.4
"RUKWA" "WILAYA YA MPANDA" "MPANDA MASHARIKI" "BEDASTUS SEBASTIAN KASINGE" "TLP" "M" 3186 2464 8.9
"RUKWA" "WILAYA YA MPANDA" "MPANDA MASHARIKI" "DAMIAN ALBERT MEZA" "CUF" "M" 2371 2464 6.6
"RUKWA" "WILAYA YA MPANDA" "MPANDA MASHARIKI" "ABDALLAH KASOJELA MUSSA" "NCCR-MAGEUZI" "M" 378 2464 1.1
"RUKWA" "WILAYA YA NKASI" "NKASI" "DAMIANO NYAMI PONSIANO" "CCM" "M" 33233 4206 57.6
"RUKWA" "WILAYA YA NKASI" "NKASI" "ALLY MOHAMED KEISSY" "CHADEMA" "M" 24147 4206 41.8
"RUKWA" "WILAYA YA NKASI" "NKASI" "JOSEPH LOUIS LYELA" "NCCR-MAGEUZI" "M" 337 4206 0.6
"RUKWA" "WILAYA YA NKASI" "NKASI" "SIMBAMKULIA KASOGELA  MICHAELI" "TLP" "M" 0 4206 NA
"RUKWA" "WILAYA YA NKASI" "NKASI" "SIMBAMKULIA KASOGELA MICHAELI" "TLP" "M" 0 4206 NA
"RUKWA" "WILAYA YA SUMBAWANGA" "KALAMBO" "LUDOVIC JOHN MWANANZILA" "CCM" "M" 34206 3169 72.1
"RUKWA" "WILAYA YA SUMBAWANGA" "KALAMBO" "LEONARD SIKAVIZYA CHILLANGA" "TLP" "M" 7356 3169 15.5
"RUKWA" "WILAYA YA SUMBAWANGA" "KALAMBO" "PHESTUS MWENDALIWA CASSIANO" "NCCR-MAGEUZI" "M" 3263 3169 6.9
"RUKWA" "WILAYA YA SUMBAWANGA" "KALAMBO" "KANTANGA WAMAKOZI CHISSANGA" "CHADEMA" "M" 2003 3169 4.2
"RUKWA" "WILAYA YA SUMBAWANGA" "KALAMBO" "WILBROAD STANISLAO KAPUFI" "CUF" "M" 604 3169 1.3
"RUKWA" "WILAYA YA SUMBAWANGA" "KWELA" "DR CHRISANT MAJIYATANGA MZINDAKAYA" "CCM" "M" 35019 3167 53.8
"RUKWA" "WILAYA YA SUMBAWANGA" "KWELA" "DIDAS PANGANI MFUPE" "NCCR-MAGEUZI" "M" 24743 3167 38
"RUKWA" "WILAYA YA SUMBAWANGA" "KWELA" "SHAWANGI NKURU AMELI" "CHADEMA" "M" 2967 3167 4.6
"RUKWA" "WILAYA YA SUMBAWANGA" "KWELA" "ZAORO SIMTENGU ROBIN" "CUF" "M" 1556 3167 2.4
"RUKWA" "WILAYA YA SUMBAWANGA" "KWELA" "FROLENCE MARECAN DEMING" "TLP" "M" 752 3167 1.2
"RUVUMA" "WILAYA YA MBINGA" "MBINGA MAGHARIBI" "CAPT JOHN DAMIAN KOMBA" "CCM" "M" 32773 1460 91.1
"RUVUMA" "WILAYA YA MBINGA" "MBINGA MAGHARIBI" "VALENTINO FRANCIS MPALAZA" "NCCR-MAGEUZI" "M" 1457 1460 4.1
"RUVUMA" "WILAYA YA MBINGA" "MBINGA MAGHARIBI" "CHACHOMWE MASANCHE NEEMA" "CUF" "F" 696 1460 1.9
