"region" "district" "const" "candidate" "party" "votes" "spltvotes" "perc"
"RUKWA" "MANISPAA YA SUMBAWANGA" "SUMBAWANGA MJINI" "AESHI KHALFAN HILALY" "CCM" 17328 751 48.99
"RUKWA" "MANISPAA YA SUMBAWANGA" "SUMBAWANGA MJINI" "YAMSEBO NORBERT JOSEPH" "CHADEMA" 17132 751 48.44
"RUKWA" "MANISPAA YA SUMBAWANGA" "SUMBAWANGA MJINI" "IFGENIA CASSIAN LEBA" "CUF" 76 751 0.21
"RUKWA" "MANISPAA YA SUMBAWANGA" "SUMBAWANGA MJINI" "KIYAYA LEONARD DOMINICK" "NCCR-MAGEUZI" 53 751 0.15
"RUKWA" "MANISPAA YA SUMBAWANGA" "SUMBAWANGA MJINI" "AUGUSTINO MNYEPA NKOSWE" "UDP" 28 751 0.08
"RUKWA" "MJI WA MPANDA" "MPANDA MJINI" "ARFI SAID AMOUR" "CHADEMA" 8075 135 49.62
"RUKWA" "MJI WA MPANDA" "MPANDA MJINI" "KAPUFI SEBASTIAN SIMON" "CCM" 8026 135 49.31
"RUKWA" "MJI WA MPANDA" "MPANDA MJINI" "NDIMUBENYA ARAM EZEKIA" "CUF" 39 135 0.24
"RUKWA" "WILAYA YA MPANDA" "KATAVI" "PINDA MIZENGO KAYANZA	
                    - Unopposed" "CCM" 0 0 NA
"RUKWA" "WILAYA YA MPANDA" "MPANDA VIJIJINI" "KAKOSO MOSHI SELEMANI" "CCM" 5693 89 62.3
"RUKWA" "WILAYA YA MPANDA" "MPANDA VIJIJINI" "MASANJA MUSSA KATAMBI" "CHADEMA" 3260 89 35.68
"RUKWA" "WILAYA YA MPANDA" "MPANDA VIJIJINI" "SHABANI JUMA KISABO" "CUF" 74 89 0.81
"RUKWA" "WILAYA YA MPANDA" "MPANDA VIJIJINI" "MAKOFILA CHARLES JOSEPH" "NCCR-MAGEUZI" 22 89 0.24
"RUKWA" "WILAYA YA NKASI" "NKASI KASKAZINI" "ALLY KEISSY MOHAMED" "CCM" 11883 715 51.76
"RUKWA" "WILAYA YA NKASI" "NKASI KASKAZINI" "KEISSY SALUM SOOD" "CHADEMA" 10031 715 43.69
"RUKWA" "WILAYA YA NKASI" "NKASI KASKAZINI" "KONGA AMON VICKSON" "NCCR-MAGEUZI" 330 715 1.44
"RUKWA" "WILAYA YA NKASI" "NKASI KUSINI" "MIPATA DESDERIUS JOHN" "CCM" 10788 525 54.84
"RUKWA" "WILAYA YA NKASI" "NKASI KUSINI" "KANINGA HYPOLITO JOHN" "CHADEMA" 8358 525 42.49
"RUKWA" "WILAYA YA SUMBAWANGA" "KALAMBO" "KANDEGE SINKAMBA JOSEPHAT" "CCM" 24755 1197 79.65
"RUKWA" "WILAYA YA SUMBAWANGA" "KALAMBO" "LEONARD CHILLANGA SIKAVIZYA" "CHADEMA" 4754 1197 15.3
"RUKWA" "WILAYA YA SUMBAWANGA" "KALAMBO" "CASSIANO PHESTUS MWENDALIWA" "NCCR-MAGEUZI" 375 1197 1.21
"RUKWA" "WILAYA YA SUMBAWANGA" "KWELA" "MOLOCHA ALOYCE IGNAS" "CCM" 29300 1165 73.94
"RUKWA" "WILAYA YA SUMBAWANGA" "KWELA" "AMELI SHAWANGI NKURU" "CHADEMA" 5019 1165 12.67
"RUKWA" "WILAYA YA SUMBAWANGA" "KWELA" "AMINA BENEDICT SULEMAN" "NCCR-MAGEUZI" 4143 1165 10.45
"RUVUMA" "MANISPAA YA SONGEA" "SONGEA MJINI" "NCHIMBI EMMANUEL JOHN" "CCM" 27582 670 59.09
"RUVUMA" "MANISPAA YA SONGEA" "SONGEA MJINI" "MBOGORO EDSON OSWALD" "CHADEMA" 17495 670 37.48
"RUVUMA" "MANISPAA YA SONGEA" "SONGEA MJINI" "MTIKITA ISSA ISSA" "CUF" 928 670 1.99
"RUVUMA" "WILAYA YA MBINGA" "MBINGA MAGHARIBI" "KOMBA CAPT. JOHN DAMIANO" "CCM" 18969 559 80.11
"RUVUMA" "WILAYA YA MBINGA" "MBINGA MAGHARIBI" "GILBERT JAMESA ZANNIE" "CHADEMA" 3613 559 15.26
"RUVUMA" "WILAYA YA MBINGA" "MBINGA MAGHARIBI" "MPALLAZA VALRNTINO FRANCIS" "NCCR-MAGEUZI" 289 559 1.22
"RUVUMA" "WILAYA YA MBINGA" "MBINGA MAGHARIBI" "JOACHIM HIERONIMUS MWINGIRA" "TADEA" 249 559 1.05
"RUVUMA" "WILAYA YA MBINGA" "MBINGA MASHARIKI" "GAUDENCE CASSIAN KAYOMBO" "CCM" 54645 1514 88.48
"RUVUMA" "WILAYA YA MBINGA" "MBINGA MASHARIKI" "NGWATURA IRENEUS NDUNGURU" "CHADEMA" 5598 1514 9.06
"RUVUMA" "WILAYA YA NAMTUMBO" "NAMTUMBO" "KAWAWA VITA RASHID" "CCM" 28032 563 73.53
"RUVUMA" "WILAYA YA NAMTUMBO" "NAMTUMBO" "MTWANGAMBATI HASSANI NGONYANI" "CUF" 9529 563 24.99
"RUVUMA" "WILAYA YA SONGEA" "PERAMIHO" "JENISTA JOAKIM MHAGAMA" "CCM" 28782 759 89.43
"RUVUMA" "WILAYA YA SONGEA" "PERAMIHO" "EMMANUEL CHILOKOTA MNDOMBA" "CUF" 2642 759 8.21
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "RAMO ENG. MATALA MAKANI" "CCM" 19451 984 50.48
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "MAZEE MZEE RAJABU" "CUF" 16453 984 42.7
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "LANDI ABDALLAH DAIDI" "CHADEMA" 1567 984 4.07
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "MAKANYAGA ABDALLAH SIMBILI" "UDP" 79 984 0.21
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KUSINI" "MTUTURA ABDALLAH MTUTURA" "CCM" 19885 882 62.8
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KUSINI" "MAMBO MOHAMED ISSA" "CUF" 10896 882 34.41
"SHINYANGA" "MANISPAA YA SHINYANGA" "SHINYANGA MJINI" "MASELE STEPHEN JULIUS" "CCM" 18903 897 48.76
"SHINYANGA" "MANISPAA YA SHINYANGA" "SHINYANGA MJINI" "SHELEMBI MAGADULA PHILLIP" "CHADEMA" 18772 897 48.43
"SHINYANGA" "MANISPAA YA SHINYANGA" "SHINYANGA MJINI" "MWALIMU MOHAMED MBUKUZI" "CUF" 193 897 0.5
"SHINYANGA" "WILAYA YA BARIADI" "BARIADI MAGHARIBI" "CHENGE ANDREW JOHN" "CCM" 50107 78171 30
"SHINYANGA" "WILAYA YA BARIADI" "BARIADI MAGHARIBI" "CHEYO ISAAC MANJOMBA" "UDP" 34298 78171 20.54
"SHINYANGA" "WILAYA YA BARIADI" "BARIADI MAGHARIBI" "MAKONO THOMAS ZACHARIA" "CHADEMA" 3372 78171 2.02
"SHINYANGA" "WILAYA YA BARIADI" "BARIADI MAGHARIBI" "NDULU SHEMU SALUMU" "CUF" 1055 78171 0.63
"SHINYANGA" "WILAYA YA BARIADI" "BARIADI MASHARIKI" "CHEYO JOHN MOMOSE" "UDP" 38254 2371 51.58
"SHINYANGA" "WILAYA YA BARIADI" "BARIADI MASHARIKI" "MAKONDO MARTIN KAUNDA" "CCM" 33148 2371 44.69
"SHINYANGA" "WILAYA YA BARIADI" "BARIADI MASHARIKI" "MATONDO SAYI MAKULA" "CUF" 397 2371 0.54
"SHINYANGA" "WILAYA YA BUKOMBE" "BUKOMBE" "PROF KAHIGI KULIKOYELA KANALWANDA" "CHADEMA" 19035 1328 58.24
"SHINYANGA" "WILAYA YA BUKOMBE" "BUKOMBE" "LUHAHULA EMMANUEL JUMANNE" "CCM" 11750 1328 35.95
"SHINYANGA" "WILAYA YA BUKOMBE" "BUKOMBE" "JACKSON DEONATUS MAGAI" "CUF" 568 1328 1.74
"SHINYANGA" "WILAYA YA BUKOMBE" "MBOGWE" "MASELE AUGUSTINO MANYANDA" "CCM" 18019 1124 62.07
"SHINYANGA" "WILAYA YA BUKOMBE" "MBOGWE" "MSABILA FLORA MAKAZIGWA" "CHADEMA" 8808 1124 30.34
"SHINYANGA" "WILAYA YA BUKOMBE" "MBOGWE" "MAGERE CLEOPHACE WILLIAM" "CUF" 1080 1124 3.72
"SHINYANGA" "WILAYA YA KAHAMA" "KAHAMA" "LEMBELI JAMES DAUDI" "CCM" 32531 2281 54.51
"SHINYANGA" "WILAYA YA KAHAMA" "KAHAMA" "LUBALA CHARLES DOTTO" "CHADEMA" 20912 2281 35.04
"SHINYANGA" "WILAYA YA KAHAMA" "KAHAMA" "MAKAPA HAMISI HASSAN" "CUF" 3950 2281 6.62
"SHINYANGA" "WILAYA YA KAHAMA" "MSALALA" "MAIGE EZEKIEL MAGOLYO" "CCM" 30715 2016 66.04
"SHINYANGA" "WILAYA YA KAHAMA" "MSALALA" "MLOLWA EDWARD M. MWANANGATE" "CHADEMA" 11143 2016 23.96
"SHINYANGA" "WILAYA YA KAHAMA" "MSALALA" "DAUDA HASSANI KASIGWA" "CUF" 2260 2016 4.86
"SHINYANGA" "WILAYA YA KAHAMA" "MSALALA" "IBESHI ABEID KHAJI" "UDP" 373 2016 0.8
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "NCHAMBI SULEIMAN MASOUD" "CCM" 32797 1367 72.5
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "MAGEMBE PAUL KANOGU" "CHADEMA" 10568 1367 23.36
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "KIZITO MAYALA KASHINJE" "UDP" 503 1367 1.11
"SHINYANGA" "WILAYA YA MASWA" "MASWA MAGHARIBI" "MAGALLE JOHN SHIBUDA" "CHADEMA" 17418 1045 53.19
"SHINYANGA" "WILAYA YA MASWA" "MASWA MAGHARIBI" "SIMON ROBERT KISENA" "CCM" 12194 1045 37.24
"SHINYANGA" "WILAYA YA MASWA" "MASWA MAGHARIBI" "SEIF MADUKWA BAYA" "CUF" 1690 1045 5.16
"SHINYANGA" "WILAYA YA MASWA" "MASWA MAGHARIBI" "LYDIA LUKUBA MAWALLA" "UDP" 397 1045 1.21
"SHINYANGA" "WILAYA YA MASWA" "MASWA MASHARIKI" "KASULUMBAYI SYLVESTER MHOJA" "CHADEMA" 17075 1392 46.88
"SHINYANGA" "WILAYA YA MASWA" "MASWA MASHARIKI" "BUNYONGOLI PETER EDWARD" "CCM" 17024 1392 46.74
"SHINYANGA" "WILAYA YA MASWA" "MASWA MASHARIKI" "KHANIPHA KHAMISI PHILLIPO RUHINDA" "CUF" 496 1392 1.36
"SHINYANGA" "WILAYA YA MASWA" "MASWA MASHARIKI" "ROBERT BOBZANGI MASUNGA" "UDP" 439 1392 1.21
"SHINYANGA" "WILAYA YA MEATU" "KISESA" "LUHAGA JOELSON MPINA" "CCM" 18845 1106 59.67
"SHINYANGA" "WILAYA YA MEATU" "KISESA" "TUMBO KICHAMO ERASTO" "CHADEMA" 10778 1106 34.13
"SHINYANGA" "WILAYA YA MEATU" "KISESA" "MATINDE JAMES KIJA" "CUF" 852 1106 2.7
"SHINYANGA" "WILAYA YA MEATU" "MEATU" "OPULUKWA MESHACK JEREMIAH" "CHADEMA" 13876 958 50.03
"SHINYANGA" "WILAYA YA MEATU" "MEATU" "SALUM KHAMIS SALUM" "CCM" 12902 958 46.52
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "AHMED ALLY SALUM" "CCM" 37418 2130 69.93
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "LUGELE SHASHU MASELLE" "CUF" 13956 2130 26.08
"SINGIDA" "MANISPAA YA SINGIDA" "SINGIDA MJINI" "MOHAMMED GULAM DEWJI" "CCM" 21169 652 81.06
"SINGIDA" "MANISPAA YA SINGIDA" "SINGIDA MJINI" "ISANGO JOSEPHAT HADU" "CHADEMA" 3457 652 13.24
"SINGIDA" "MANISPAA YA SINGIDA" "SINGIDA MJINI" "RASHIDI HAMISI MINDICAR" "CUF" 648 652 2.48
"SINGIDA" "MANISPAA YA SINGIDA" "SINGIDA MJINI" "OMARI MOHAMEDI SOMBI" "AFP" 190 652 0.73
"SINGIDA" "WILAYA YA IRAMBA" "IRAMBA MAGHARIBI" "MWIGULU LAMECK NCHEMBA" "CCM" 33931 1166 87.64
"SINGIDA" "WILAYA YA IRAMBA" "IRAMBA MAGHARIBI" "MKUMBO NDAZI SHAMUDABULA" "CHADEMA" 2865 1166 7.4
"SINGIDA" "WILAYA YA IRAMBA" "IRAMBA MAGHARIBI" "MARIA THOMAS MWENGUO" "UPDP" 392 1166 1.01
"SINGIDA" "WILAYA YA IRAMBA" "IRAMBA MAGHARIBI" "TUMBO ALEXANDER LUCAS" "TADEA" 364 1166 0.94
"SINGIDA" "WILAYA YA IRAMBA" "IRAMBA MASHARIKI" "SALOME DAUDI MWAMBU" "CCM" 25809 1435 74.56
"SINGIDA" "WILAYA YA IRAMBA" "IRAMBA MASHARIKI" "KULAYA PHILIPO ARON" "CHADEMA" 6678 1435 19.29
"SINGIDA" "WILAYA YA IRAMBA" "IRAMBA MASHARIKI" "NEEMA STEPHANO MLAU" "UPDP" 695 1435 2.01
"SINGIDA" "WILAYA YA MANYONI" "MANYONI MAGHARIBI" "LWANJI JOHN PAULO" "CCM" 7338 480 53
"SINGIDA" "WILAYA YA MANYONI" "MANYONI MAGHARIBI" "LUPAA MADEJE DONALD" "CHADEMA" 6028 480 43.54
"SINGIDA" "WILAYA YA MANYONI" "MANYONI MASHARIKI" "CHILIGATI JOHN ZEFANIA" "CCM" 21494 891 85.48
"SINGIDA" "WILAYA YA MANYONI" "MANYONI MASHARIKI" "MUSA ANDREA MALECELA" "CHADEMA" 2076 891 8.26
"SINGIDA" "WILAYA YA MANYONI" "MANYONI MASHARIKI" "MSABAH ALI KHAMIS" "CUF" 470 891 1.87
"SINGIDA" "WILAYA YA MANYONI" "MANYONI MASHARIKI" "LWAMUTOGA HERBERT KARUMANI" "NCCR-MAGEUZI" 214 891 0.85
"SINGIDA" "WILAYA YA SINGIDA" "SINGIDA KASKAZINI" "NYALANDU LAZARO SAMUEL" "CCM" 41102 1673 87.7
"SINGIDA" "WILAYA YA SINGIDA" "SINGIDA KASKAZINI" "KIMIA MSAGHAA RASHID OMARI" "CHADEMA" 3544 1673 7.56
"SINGIDA" "WILAYA YA SINGIDA" "SINGIDA KASKAZINI" "KANYOTA SIZIMWE KIBABI" "CUF" 550 1673 1.17
"SINGIDA" "WILAYA YA SINGIDA" "SINGIDA MAGHARIBI" "MISANGA MOHAMED HAMISI" "CCM" 12904 859 61.21
"SINGIDA" "WILAYA YA SINGIDA" "SINGIDA MAGHARIBI" "DALFINA MLEWA PATRICK" "CUF" 7318 859 34.71
"SINGIDA" "WILAYA YA SINGIDA" "SINGIDA MASHARIKI" "LISSU TUNDU ANTIPHAS MUGHWAI" "CHADEMA" 13787 1005 50.89
"SINGIDA" "WILAYA YA SINGIDA" "SINGIDA MASHARIKI" "NJAU JONATHAN ANDREW" "CCM" 12161 1005 44.89
"SINGIDA" "WILAYA YA SINGIDA" "SINGIDA MASHARIKI" "MUKHANDIY ABDALLAH MOHAMED" "CUF" 139 1005 0.51
"TABORA" "MANISPAA YA TABORA" "TABORA MJINI" "ISMAIL ADEN RAGE" "CCM" 27329 797 67.83
"TABORA" "MANISPAA YA TABORA" "TABORA MJINI" "KAPASHA HAJI KAPASHA" "CUF" 7792 797 19.34
"TABORA" "MANISPAA YA TABORA" "TABORA MJINI" "MUSA HUSSEIN KWIKIMA" "CHADEMA" 3682 797 9.14
"TABORA" "MANISPAA YA TABORA" "TABORA MJINI" "LENGWE SAID MJAKA LENGWE" "NCCR-MAGEUZI" 189 797 0.47
"TABORA" "MANISPAA YA TABORA" "TABORA MJINI" "LUPALA SIHABA SALUM" "DP" 157 797 0.39
"TABORA" "MANISPAA YA TABORA" "TABORA MJINI" "IDDI MBARUKU MOHAMED" "MAKIN" 99 797 0.25
"TABORA" "MANISPAA YA TABORA" "TABORA MJINI" "ZAMBIA MUSTAFA MULENGA" "UDP" 77 797 0.19
"TABORA" "MANISPAA YA TABORA" "TABORA MJINI" "MSAFIRI ROBERT MHOZYA" "NLD" 64 797 0.16
"TABORA" "MANISPAA YA TABORA" "TABORA MJINI" "ITALAZYO ALLY ISSA" "SAU" 57 797 0.14
"TABORA" "MANISPAA YA TABORA" "TABORA MJINI" "ABUBAKARI KAMANYA NKUMILWA" "UMD" 47 797 0.12
"TABORA" "WILAYA YA IGUNGA" "IGUNGA" "ROSTAM AZIZI ABDULRASOOL" "CCM" 35674 2018 72.78
"TABORA" "WILAYA YA IGUNGA" "IGUNGA" "LEOPOLD LUCAS MAHONA" "CUF" 11321 2018 23.1
"TABORA" "WILAYA YA NZEGA" "BUKENE" "SELEMANI JUMANNE ZEDI" "CCM" 17646 872 71.85
"TABORA" "WILAYA YA NZEGA" "BUKENE" "BUGANGA JOSEPH KULWA" "CHADEMA" 3036 872 12.36
"TABORA" "WILAYA YA NZEGA" "BUKENE" "KIDUMLA KAMAGI KIDUMLA" "CUF" 2353 872 9.58
"TABORA" "WILAYA YA NZEGA" "BUKENE" "STEVEN MAKINGI MAHUYI" "AFP" 524 872 2.13
"TABORA" "WILAYA YA NZEGA" "BUKENE" "KANONI HAWA SHIJA" "NCCR-MAGEUZI" 129 872 0.53
"TABORA" "WILAYA YA NZEGA" "NZEGA" "HAMISI ANDREA KIGWANGALLA" "CCM" 20470 1118 56.66
"TABORA" "WILAYA YA NZEGA" "NZEGA" "MEZZA JOHN MASANJA" "CHADEMA" 8056 1118 22.3
"TABORA" "WILAYA YA NZEGA" "NZEGA" "KIZWALO DOMINIC CLEMENT" "CUF" 5833 1118 16.14
"TABORA" "WILAYA YA NZEGA" "NZEGA" "VALERIA MAKUMBUZYA MWENDWA" "AFP" 332 1118 0.92
"TABORA" "WILAYA YA NZEGA" "NZEGA" "EZEKIELI DAUDI MASANJA" "DP" 161 1118 0.45
"TABORA" "WILAYA YA NZEGA" "NZEGA" "KATORO RAMADHANI KATORO" "NCCR-MAGEUZI" 91 1118 0.25
"TABORA" "WILAYA YA NZEGA" "NZEGA" "CESILIA PATRIC MASSAWE" "MAKIN" 68 1118 0.19
"TABORA" "WILAYA YA SIKONGE" "SIKONGE" "NKUMBA SAID JUMA" "CCM" 12025 540 63.8
"TABORA" "WILAYA YA SIKONGE" "SIKONGE" "MTINYA EDWARD DAVID" "CUF" 5682 540 30.15
"TABORA" "WILAYA YA SIKONGE" "SIKONGE" "RUMALIZYA IBRAHIMU TAMIM" "UDP" 266 540 1.41
"TABORA" "WILAYA YA SIKONGE" "SIKONGE" "CHOPA HALFAN OMARI" "DP" 195 540 1.03
"TABORA" "WILAYA YA SIKONGE" "SIKONGE" "MSELEM MAULIDI KITTE" "UPDP" 91 540 0.48
"TABORA" "WILAYA YA SIKONGE" "SIKONGE" "LUGALO LEONARD WILLIAM" "UMD" 49 540 0.26
"TABORA" "WILAYA YA TABORA" "IGALULA" "MFUTAKAMBA ATHUMAN RASHID" "CCM" 8971 476 67.25
"TABORA" "WILAYA YA TABORA" "IGALULA" "JAMES ERICK KABEPELE" "CHADEMA" 1972 476 14.78
"TABORA" "WILAYA YA TABORA" "IGALULA" "MWIGWAYASILA HASSANI JUMA" "CUF" 1729 476 12.96
"TABORA" "WILAYA YA TABORA" "IGALULA" "BWANGA ABDU BWANGA" "SAU" 101 476 0.76
"TABORA" "WILAYA YA TABORA" "IGALULA" "AISHA MOSHI JABU" "DP" 90 476 0.67
"TABORA" "WILAYA YA TABORA" "TABORA KASKAZINI" "SUMAR SHAFFIN MAMLO" "CCM" 18872 592 81.54
"TABORA" "WILAYA YA TABORA" "TABORA KASKAZINI" "KASSOGA DAVID SIZYA" "CUF" 2521 592 10.89
"TABORA" "WILAYA YA TABORA" "TABORA KASKAZINI" "SUBIRI SALUM MMETA" "CHADEMA" 935 592 4.04
"TABORA" "WILAYA YA TABORA" "TABORA KASKAZINI" "KASWIZA HENRY ZAITUNI" "SAU" 118 592 0.51
"TABORA" "WILAYA YA TABORA" "TABORA KASKAZINI" "MASTIDIA ANATORY KATABWA" "TADEA" 107 592 0.46
"TABORA" "WILAYA YA URAMBO" "URAMBO MAGHARIBI" "KAPUYA JUMA ATHUMANI" "CCM" 18691 886 59.15
"TABORA" "WILAYA YA URAMBO" "URAMBO MAGHARIBI" "KIRUNGI AMIRI KIRUNGI" "CUF" 11733 886 37.13
"TABORA" "WILAYA YA URAMBO" "URAMBO MAGHARIBI" "KAFULAMI RASHIDI THABITI" "JAHAZI ASILIA" 290 886 0.92
"TABORA" "WILAYA YA URAMBO" "URAMBO MASHARIKI" "SITTA SAMUEL JOHN" "CCM" 19947 1759 70.47
"TABORA" "WILAYA YA URAMBO" "URAMBO MASHARIKI" "MSAFIRI ABDULLAHAMANI MTEMELWA" "CHADEMA" 5134 1759 18.14
"TABORA" "WILAYA YA URAMBO" "URAMBO MASHARIKI" "ZOMBWE LOTTO EDWARD" "CUF" 1009 1759 3.56
"TABORA" "WILAYA YA URAMBO" "URAMBO MASHARIKI" "LUBUNGILA LUMATILIZA YOTHAMU" "NCCR-MAGEUZI" 255 1759 0.9
"TABORA" "WILAYA YA URAMBO" "URAMBO MASHARIKI" "MAGANGA IBRAHIM RASHID" "JAHAZI ASILIA" 75 1759 0.26
"TABORA" "WILAYA YA URAMBO" "URAMBO MASHARIKI" "ATHUMAN AMIRI KIMBULU" "DP" 72 1759 0.25
"TABORA" "WILAYA YA URAMBO" "URAMBO MASHARIKI" "MWALIM MASOUD SAID" "NRA" 28 1759 0.1
"TABORA" "WILAYA YA URAMBO" "URAMBO MASHARIKI" "KAFUKO JACOB SELEMANI" "NLD" 26 1759 0.09
"TANGA" "JIJI LA TANGA" "TANGA MJINI" "NUNDU OMARI RASHIDI" "CCM" 40225 1526 55.72
"TANGA" "JIJI LA TANGA" "TANGA MJINI" "MUSSA BAKARI MBAROUK" "CUF" 24262 1526 33.61
"TANGA" "JIJI LA TANGA" "TANGA MJINI" "KASSIMU AMARI MBARAKA" "CHADEMA" 5750 1526 7.96
"TANGA" "JIJI LA TANGA" "TANGA MJINI" "MWINYI HUSSEIN MALIKI" "UDP" 429 1526 0.59
"TANGA" "MJI WA KOROGWE" "KOROGWE MJINI" "YUSUPH ABDALLAH NASSIR" "CCM" 12090 294 82.07
"TANGA" "MJI WA KOROGWE" "KOROGWE MJINI" "CALISTUS AMIRI SHEIKBAHA" "CHADEMA" 1722 294 11.69
"TANGA" "MJI WA KOROGWE" "KOROGWE MJINI" "MAGOGO JUMAA KIMWERI" "CUF" 400 294 2.72
"TANGA" "MJI WA KOROGWE" "KOROGWE MJINI" "TONY KAMKANDA TONY" "SAU" 225 294 1.53
"TANGA" "WILAYA YA HANDENI" "HANDENI" "KIGODA ABDALLAH OMARI" "CCM" 31537 1902 69.98
"TANGA" "WILAYA YA HANDENI" "HANDENI" "MBWETO SAID SALEHE" "CHADEMA" 6131 1902 13.6
"TANGA" "WILAYA YA HANDENI" "HANDENI" "SHUNDI REMMY AIDANO" "CUF" 5498 1902 12.2
"TANGA" "WILAYA YA KILINDI" "KILINDI" "SHELLUKINDO BEATRICE MATUMBO" "CCM" 31077 726 92.47
"TANGA" "WILAYA YA KILINDI" "KILINDI" "MBETTA PIUS MSEJA" "CHADEMA" 1805 726 5.37
"TANGA" "WILAYA YA KOROGWE" "KOROGWE VIJIJINI" "NGONYANI STEPHEN HILARY" "CCM" 41377 1822 84.44
"TANGA" "WILAYA YA KOROGWE" "KOROGWE VIJIJINI" "SIU MOHAMMED MAALIM" "CUF" 3233 1822 6.6
"TANGA" "WILAYA YA KOROGWE" "KOROGWE VIJIJINI" "MASHUVE JOSEPH ARON" "CHADEMA" 2570 1822 5.24
"TANGA" "WILAYA YA LUSHOTO" "BUMBULI" "MAKAMBA JANUARY YUSUF	
                    - Unopposed" "CCM" 0 0 NA
"TANGA" "WILAYA YA LUSHOTO" "LUSHOTO" "SHEKIFFU HENRY DAFFA" "CCM" 17783 820 78.63
"TANGA" "WILAYA YA LUSHOTO" "LUSHOTO" "ABASSY MOHAMEDI MKANKAMGHANGA" "CUF" 2088 820 9.23
"TANGA" "WILAYA YA LUSHOTO" "LUSHOTO" "KISANDU DEOGRATIUS PIO" "CHADEMA" 1924 820 8.51
"TANGA" "WILAYA YA LUSHOTO" "MLALO" "NGWILIZI HASSAN ATHUMANI" "CCM" 22956 1183 72.54
"TANGA" "WILAYA YA LUSHOTO" "MLALO" "KAGONJI CHARLES HENNOCK" "CHADEMA" 5329 1183 16.84
"TANGA" "WILAYA YA LUSHOTO" "MLALO" "GOGOLA SHECHONGE GOGOLA" "CUF" 2179 1183 6.89
"TANGA" "WILAYA YA MKINGA" "MKINGA" "KITANDULA DUNSTAN LUKA" "CCM" 19667 728 62.14
"TANGA" "WILAYA YA MKINGA" "MKINGA" "MBEGA BAKARI KASSM" "CUF" 11252 728 35.55
"TANGA" "WILAYA YA MUHEZA" "MUHEZA" "MNTANGI HERBERT JAMES" "CCM" 34836 1280 75.77
"TANGA" "WILAYA YA MUHEZA" "MUHEZA" "RAKESH ABUBAKARI ABDALLAH" "CUF" 5938 1280 12.92
"TANGA" "WILAYA YA MUHEZA" "MUHEZA" "JUMBE SAID SALIM" "CHADEMA" 3449 1280 7.5
"TANGA" "WILAYA YA MUHEZA" "MUHEZA" "MHINA PETER MHINA" "UDP" 329 1280 0.72
"TANGA" "WILAYA YA MUHEZA" "MUHEZA" "ZUBERI ATHUMANI HIZZA" "UMD" 144 1280 0.31
"TANGA" "WILAYA YA PANGANI" "PANGANI" "PAMBA SALEH AHMED" "CCM" 9342 327 60.62
"TANGA" "WILAYA YA PANGANI" "PANGANI" "OMARY ALLY MOHAMED" "CUF" 4521 327 29.33
"TANGA" "WILAYA YA PANGANI" "PANGANI" "ABDALLAH MZEE OMARY" "CHADEMA" 1222 327 7.93
